x,y
27,143875
36,157098
37,139107
43,141365
33,143939
51,139489
58,124833
37,117562
49,132490
41,123764
39,124591
44,140173
61,152236
46,134804
25,131618
27,156812
62,127057
33,131315
34,134728
60,142656
25,121738
64,133525
61,143214
64,129241
31,136632
37,135026
29,137913
60,129861
29,121518
31,123909
54,123693
52,127023
47,139210
59,115818
42,124519
31,132449
39,138577
29,117560
61,134602
41,142738
41,151734
58,107683
45,144480
60,131808
50,126142
64,154266
54,137300
40,138852
37,141160
61,144569
62,142349
44,125345
46,137939
39,130201
30,127765
35,132514
28,122620
35,150351
59,143154
28,118257
44,120834
25,118341
62,141968
29,153275
55,121456
43,119830
30,155886
37,128500
58,119946
40,141584
50,145065
37,142318
37,161778
31,126849
40,146131
55,133990
27,137054
33,130685
54,148211
43,141904
53,131402
28,137352
63,169843
29,135260
39,147729
34,135099
48,127794
45,117279
46,107142
53,152634
29,135197
59,140574
51,141491
39,136536
59,148845
56,142737
47,125144
45,136368
46,141648
26,117695
61,144315
52,160745
33,132580
62,147332
34,146443
61,138205
26,137072
61,114913
44,141266
26,130729
54,138310
63,136696
45,128307
26,145471
41,141479
62,140569
40,133378
62,133320
50,134919
57,124706
43,138588
54,131687
31,135261
43,122839
40,131410
33,135860
35,125775
65,157647
27,120262
28,153476
37,134063
40,150960
59,131095
30,125257
31,121652
40,140355
48,149921
52,137914
33,155176
28,139664
42,144619
35,149447
57,120428
46,145062
61,130585
55,160824
34,149359
32,115817
48,140845
38,133435
64,124480
64,150520
48,125255
39,135631
43,120383
35,131533
58,119000
57,137245
31,132632
58,126057
63,158695
36,113829
31,135380
60,137941
53,148343
55,105315
45,132721
53,146138
30,161994
62,137815
44,123260
25,125150
50,149759
35,135590
61,157472
25,132173
38,131604
30,149175
27,149465
53,137883
51,133646
43,134328
52,115550
47,128380
40,125984
47,122257
54,137246
57,131269
36,123810
58,117594
60,142177
57,149175
34,143427
37,145131
40,152969
61,145375
45,134447
40,132198
53,137426
25,151039
26,115016
61,126734
46,138045
61,117925
31,154936
46,134565
40,127897
56,136745
25,113529
57,119224
34,124928
64,127527
46,140389
61,130605
29,137925
61,112379
36,131606
52,153342
48,125858
57,138349
26,137094
49,141007
64,135138
40,130869
52,133694
55,137078
32,134491
59,131288
50,147814
50,131659
30,149780
30,149115
32,122088
55,123007
40,157765
60,142486
43,113072
35,135820
37,132791
41,152739
32,156658
61,120337
59,135563
59,131247
40,150634
42,150159
39,136715
52,147898
57,137866
46,112850
41,121698
36,127978
65,127416
42,118271
32,119709
36,133546
31,157102
33,151548
59,132667
41,145764
50,126324
41,150499
44,157308
49,134344
38,114856
39,123215
32,160759
45,128029
64,142504
62,148675
50,112421
51,117347
59,110271
40,146578
29,124788
34,155969
40,138598
43,114515
25,129748
63,141498
47,137967
29,124140
51,158980
39,152957
63,144596
37,143078
65,131468
46,126441
43,120172
31,129914
48,127532
33,146382
63,138693
44,134321
61,143214
28,154852
35,113110
58,143540
44,142360
33,122364
48,153389
44,109836
33,123457
61,152041
31,132999
64,134276
55,141850
46,141294
43,147109
42,117490
65,130694
49,138106
35,121909
61,137927
32,144201
29,137297
54,152578
45,155928
56,148881
62,147101
45,142375
43,121122
55,141666
43,121460
37,118321
40,141314
54,140331
40,124675
64,140281
56,136754
32,137037
30,122353
27,138288
51,135372
40,131655
30,137066
52,145408
48,153755
42,136230
59,152442
44,138203
28,127068
42,155462
63,118403
33,146038
26,139543
29,128007
58,123255
27,132634
50,144342
27,135580
54,124516
58,112419
51,134714
47,132010
51,141412
64,141546
37,126448
44,130142
41,146323
59,144915
57,123777
60,138992
34,124666
58,136451
25,138039
34,142042
54,124089
41,141719
25,121544
28,115162
62,129819
34,131945
53,134680
30,134639
26,133323
26,113318
58,123201
54,128709
60,128237
28,135831
47,129900
25,115735
30,145485
44,135697
45,141822
62,144150
57,166458
25,146828
46,140877
53,145539
60,140293
56,134366
35,145103
42,143715
51,149078
40,143334
30,131857
28,121529
53,139690
39,126963
37,139430
26,142894
43,148350
58,144970
61,119897
28,137783
27,136186
32,119089
54,142504
64,144821
49,132285
39,119134
37,133493
31,139674
39,127363
43,142699
61,134161
53,132142
29,132801
32,143606
56,141966
62,150696
33,126784
35,138537
31,131859
58,119286
43,163088
48,129617
33,129194
39,138340
29,164977
27,128618
34,133624
35,150625
38,136274
41,134024
45,128781
43,141258
32,123341
63,143702
60,127387
26,140258
57,138196
65,154389
28,126406
56,140862
32,141415
41,112011
55,147437
42,128398
46,159433
57,129425
36,126223
46,153153
41,134998
41,131272
48,162328
28,146171
49,124956
33,136775
30,138977
28,134706
65,138052
29,157773
42,137114
52,145811
63,143892
52,138260
54,117329
38,127386
43,108552
50,148650
45,130921
45,144821
31,157720
50,128517
55,137487
63,148015
26,134877
34,133809
43,135140
46,136074
28,147913
48,150749
64,123851
49,147675
40,123312
44,135392
35,112702
48,147294
27,149729
35,115068
57,146110
37,144817
64,123639
56,141946
50,129234
31,121037
29,138142
48,138376
27,147931
53,128953
28,149367
57,138695
57,143556
56,140801
34,140502
40,141037
64,125682
61,135308
44,133493
34,128934
59,132288
42,141968
61,124718
32,137014
58,153070
50,143581
37,140423
65,135378
58,149259
55,125779
49,146739
56,127015
31,152385
59,142432
39,126848
31,141521
61,136099
37,130234
58,141690
35,152208
41,152673
46,147029
49,144861
25,122590
30,143479
43,135557
52,134564
52,140273
48,132516
33,149761
47,124763
38,148329
37,134079
33,148852
25,124966
42,128105
46,132392
31,127202
35,154831
52,130973
61,148077
59,133641
50,131036
27,130995
43,154734
54,132103
35,145804
39,127532
64,148233
53,138432
37,140088
37,120716
59,153978
43,125443
42,123158
52,141327
59,143821
38,141846
42,141803
41,134015
44,134898
36,138595
37,126547
33,129845
60,118429
27,133505
47,116744
41,135885
59,131332
63,120030
48,146204
65,138818
31,126817
28,148601
56,138425
33,152813
54,142208
49,139858
50,143040
62,147446
28,137614
54,129948
32,153396
32,155400
31,131457
51,125839
27,130172
47,116998
31,147758
43,144698
50,134638
47,147226
52,128065
35,130620
41,129173
53,138655
38,123346
44,128799
45,127763
55,137909
56,151676
34,141332
31,127497
62,129033
50,132712
50,119721
59,143505
52,126706
47,143763
49,125600
55,144738
31,123982
34,115836
56,147086
52,161613
31,132746
64,133565
55,126799
33,165605
26,136713
45,135624
41,149256
29,154098
53,120459
57,149653
60,150716
42,132637
58,146710
28,142953
39,133183
31,129395
28,118287
39,124100
52,126997
26,141071
35,154822
26,123839
36,125193
64,127920
37,130520
47,152022
53,130156
61,137682
43,133460
39,139876
30,114046
36,122833
31,137280
51,127175
32,120969
62,141821
27,136736
45,130989
27,127692
43,141265
59,128738
32,131073
50,125787
29,114763
39,125394
51,157275
62,128885
42,150358
63,146123
57,130263
52,147626
40,130650
46,138944
30,132327
43,130218
26,135727
43,129236
33,131640
49,125001
30,133202
55,137778
36,136995
61,117923
61,114891
60,143508
59,135932
26,139131
28,131702
60,139451
49,114422
61,129756
45,130429
44,118064
37,151736
36,139845
37,140558
42,121070
49,131943
37,133938
38,121418
40,149024
32,126592
27,124761
46,137256
25,134389
51,130855
28,132815
38,138162
45,141420
48,132441
29,159685
63,118060
55,145066
58,144342
57,130405
38,133231
60,127409
54,118663
56,139408
33,148369
46,134014
31,139000
33,123174
60,112786
34,153157
44,142332
35,131716
34,137626
62,136451
63,159279
27,135843
27,132057
54,158545
64,133832
45,152229
57,153712
45,136841
42,126708
28,123311
54,137818
39,152070
50,127980
54,128141
34,139894
33,147532
33,137407
59,134361
43,138219
63,135114
55,135224
63,119090
31,117721
40,123058
44,130883
56,138710
37,136997
35,115372
53,143631
53,134125
40,130919
62,141173
28,125458
43,131007
27,144899
30,135761
44,138499
54,141813
55,137508
61,136251
40,146252
64,140656
48,141219
25,139361
42,145038
31,138336
47,113764
57,115413
44,150741
52,128717
49,144371
59,139692
63,145122
38,118661
54,156951
56,116028
45,121667
53,135253
64,122560
30,141460
54,105837
26,135839
33,139018
25,139125
42,125775
43,124827
33,148567
41,149332
36,130229
60,140335
42,136882
54,144454
65,139410
31,119166
32,126558
28,138252
44,151024
30,136240
37,135280
40,123578
40,133960
64,141170
52,121024
57,153205
44,132586
31,142003
31,128729
31,138827
53,146100
54,140908
48,147258
35,139725
32,143717
51,127220
27,136527
45,117814
38,130422
35,132675
51,129251
37,118794
30,141852
52,141105
65,148025
49,154437
37,119075
56,133590
45,128327
27,148673
39,129643
35,123913
45,142796
44,126594
47,142673
40,134721
62,103599
29,143414
46,120930
31,119485
36,151999
29,135839
40,127423
43,130777
33,116341
33,126003
39,147015
62,114745
34,131252
59,146617
47,118739
63,131935
62,133809
34,116361
38,151619
52,145184
27,121981
40,126244
58,123846
27,142504
52,134713
50,130571
45,118358
30,120095
27,164193
46,138048
58,152238
34,125651
58,150258
48,150174
43,136402
52,144594
55,132367
53,134222
26,131428
26,137856
61,142206
64,132358
59,129813
30,132829
45,118310
34,152064
49,135829
49,139339
53,139853
36,133903
60,131701
51,113648
59,131572
27,121975
47,138965
48,134622
29,133537
42,151817
50,137026
64,120016
28,141104
30,135907
59,138393
29,143502
62,144757
47,138054
57,151551
49,139306
30,115227
41,135135
43,128480
37,124983
44,125139
28,136457
42,130643
38,145030
43,139844
32,121156
35,141686
62,141552
45,141281
59,134957
46,150682
30,115953
52,125741
55,156371
48,126800
37,129831
54,116220
60,147155
27,132323
55,154372
58,121088
41,129440
42,125952
41,126826
30,114616
49,138206
47,138293
60,127840
44,150145
36,143847
43,149064
58,124354
52,110719
51,137664
27,112264
56,135883
51,120251
62,128567
53,117013
46,121535
48,130213
55,129950
56,145420
44,138340
56,130988
54,130787
43,113950
25,136493
47,140555
29,128288
64,134162
64,117913
28,146275
62,117004
54,140397
63,110433
44,134705
52,126993
45,163134
59,103978
62,138113
52,148282
47,137509
61,134121
27,132014
35,119345
58,138271
43,131473
30,127893
41,153843
62,151665
41,153176
49,149570
58,143051
56,163538
43,136642
25,133682
51,125208
43,125876
61,124911
44,117873
58,130953
36,118192
58,141221
30,120768
49,118303
42,126783
53,120330
54,142393
33,135383
62,130439
64,150500
50,138941
36,129482
46,131363
51,134416
35,161113
34,158566
48,156989
40,117363
37,136705
41,123215
48,144528
58,131923
32,136227
30,124688
61,143099
37,128691
64,144923
30,141793
59,147501
34,152355
50,130008
46,129949
28,129579
53,132258
53,145700
40,139974
62,150836
39,145396
26,142530
33,137767
55,131794
46,114120
35,140411
48,153196
34,125198
34,143548
29,155482
34,141684
39,144877
35,147699
33,132063
61,132902
28,131678
52,128124
36,141160
35,129495
36,147556
58,134686
61,158076
48,138198
52,141093
27,127953
46,146122
37,135872
64,135954
62,134836
52,136507
61,150587
57,139041
53,123912
57,141021
57,130342
54,132216
54,147243
33,137860
35,134962
26,134471
34,143791
55,127815
43,140264
33,155868
59,154570
33,143763
59,132267
26,124886
56,108613
40,147443
26,142546
37,137440
51,137107
65,142651
52,124786
30,125412
26,140072
45,128956
45,144818
30,138490
58,131350
52,141197
30,135724
37,164533
40,147534
42,131889
44,139655
59,139154
44,136941
63,141004
37,119200
52,153031
28,127430
54,130510
62,133940
28,134102
52,133516
37,134716
61,150961
27,133138
43,116968
63,114256
28,137655
42,144456
45,155564
26,147841
30,115201
59,132565
27,136931
62,126931
53,143619
33,142692
39,139289
40,108053
48,112463
57,110659
35,123899
27,153361
59,146080
45,150452
42,137602
38,135601
33,143224
59,120372
34,124989
57,138947
55,128594
55,139208
30,142639
51,144636
47,138060
46,143827
64,143715
44,136809
42,137760
30,149504
45,141615
55,141651
30,131082
29,142962
64,136299
56,125215
51,122941
34,150505
30,144614
58,141823
42,142194
58,138180
61,115677
57,151280
40,133544
57,145792
63,139507
64,138920
39,137528
58,151686
26,142735
51,136294
37,148684
30,125894
52,125573
50,138162
40,145018
55,141046
30,133676
48,135925
26,126756
63,111501
44,137571
48,127302
44,136146
53,133632
29,151684
63,118126
39,143130
41,124964
41,133666
28,141082
29,122867
30,139963
57,158343
29,134130
47,142924
45,136308
56,125579
26,136975
29,151173
32,137112
37,145807
50,137268
53,151601
32,140088
45,143526
58,129347
48,149380
59,131821
36,123209
59,137449
56,118152
25,150119
26,133511
51,121008
43,119714
37,154316
53,151300
27,128866
54,138082
29,126349
34,114062
42,139305
64,136321
64,124702
32,137138
44,124647
62,122791
39,131993
51,114697
53,131835
60,135463
29,140721
59,146583
34,123218
49,121950
34,127336
39,137328
64,117979
35,132062
58,123197
44,138020
53,143608
59,157085
27,158191
28,130948
38,131679
34,147783
39,130411
45,156479
62,134250
33,129524
38,135242
44,146307
51,146826
46,126874
36,147793
54,109602
52,123206
63,157558
58,136413
51,138096
65,135113
29,127873
41,125015
51,151506
53,131465
48,140970
64,136857
39,138558
33,136544
50,141789
50,140651
46,109674
29,109429
32,141835
57,121416
46,130000
50,141843
44,125604
47,148465
33,132183
26,114061
32,125440
48,137895
42,135863
48,139336
43,133079
28,134044
54,147987
60,138488
38,116137
59,126370
61,135404
33,143038
53,130014
54,143057
29,139098
57,141507
64,128381
35,141612
63,123878
60,127799
48,128057
62,156340
45,136695
49,147180
58,132543
42,150323
46,122750
54,118201
46,129656
50,118524
28,127043
56,136311
39,156440
45,132799
55,143543
63,142048
59,126490
39,122082
48,131588
32,144226
63,136534
26,149809
31,135165
62,143956
58,123776
60,130076
49,130027
64,140360
42,130143
62,122883
65,143304
45,141855
57,150217
27,141108
29,133533
29,145927
31,140725
40,140461
29,135752
28,149876
37,147855
46,126272
48,147669
31,126721
54,160419
28,141421
60,137485
55,139835
57,137502
59,129183
47,145070
37,125676
45,131715
38,118680
56,131362
51,129421
57,129556
51,148131
32,136526
52,128058
41,137090
27,137036
60,116417
54,136074
48,131162
54,146988
32,118147
33,120949
39,126177
47,135562
65,124191
45,136822
52,140364
59,138199
59,114743
30,131687
55,118400
65,135212
47,120433
37,128693
47,146649
59,138549
34,146941
42,131109
35,127280
64,144781
64,138340
48,163105
26,147033
43,127389
47,128568
61,121855
30,118599
60,118731
33,140923
28,141466
64,134309
43,154556
33,153185
53,123462
28,133998
52,131334
60,127502
29,137766
41,131724
29,137673
57,133602
58,134764
32,129998
45,143151
29,139331
43,119936
28,145373
33,128242
34,127126
62,125734
35,147877
57,131561
47,128604
35,149447
48,141274
51,145488
40,120811
31,139482
25,135001
45,128852
43,143753
26,130977
52,123813
37,132992
32,138551
34,145282
44,124242
29,144712
41,135968
48,143381
52,133049
64,132985
35,142875
52,126988
34,135546
55,151020
31,139203
36,132015
39,133554
27,141037
56,134511
50,137903
33,145648
64,135875
62,145369
35,131005
55,107174
26,141832
64,128562
44,136616
29,150477
46,130639
62,126949
53,114557
59,131645
60,123540
57,120168
56,138889
62,134541
51,118728
40,150162
56,131363
53,139051
52,138745
49,132234
37,127840
58,148974
49,147120
42,155193
55,145265
38,136225
41,154265
45,128116
42,128196
41,130900
32,155539
64,162364
53,135380
50,131050
49,140436
40,148775
25,143090
31,133702
65,142017
25,153933
58,124928
54,122728
40,127354
45,163759
63,143393
57,147748
51,153041
40,138970
29,133914
44,133848
30,132099
30,139313
40,135951
55,130526
57,125486
61,121764
33,128702
54,147879
48,138063
40,149964
52,131988
46,124439
37,128055
48,141309
37,129253
43,121750
48,132062
31,118582
50,134462
52,133530
45,132679
37,137445
57,142099
61,135547
36,127490
34,108250
64,117544
39,137543
58,121520
55,133503
42,118482
51,134522
39,134214
28,128273
40,127295
58,129045
43,137812
48,120226
28,133179
32,128085
47,148330
43,122656
27,136153
27,130440
35,130573
38,152701
45,135846
32,136855
33,152518
32,144557
49,135220
52,119957
29,133039
34,123561
57,127025
32,112964
62,131022
62,146670
45,139996
39,148942
34,132853
34,127034
33,120903
62,123115
47,133903
31,142398
35,147881
39,118302
60,126202
45,142940
32,122968
29,138080
42,138406
46,138728
27,142448
47,141915
56,145541
33,144599
60,121909
61,143394
63,130100
27,124277
61,133145
62,126138
62,136247
51,139260
59,145443
32,141030
43,115740
57,122222
42,131873
56,123391
33,131422
36,121021
38,134141
61,131715
25,118911
60,129784
39,142673
36,123162
65,139717
62,126337
54,142122
49,132523
27,136864
39,123420
44,152719
49,152186
50,142432
40,117975
31,135117
54,145988
57,138068
57,126986
39,130558
51,123031
31,119344
41,137913
55,143351
47,139284
32,127820
47,143962
35,155547
39,137468
46,133615
31,150479
34,141410
26,123818
44,131798
25,150634
42,131103
49,132471
40,129236
27,134503
65,134535
50,118952
35,129538
31,123910
59,138921
63,130021
49,136804
54,139291
63,134761
44,128845
61,173991
59,138709
43,142365
52,136219
35,129169
61,125268
55,123126
39,132561
33,124943
27,127041
59,140140
33,141979
53,119093
53,149685
56,135089
46,165345
35,138754
62,140236
53,131282
49,131302
37,118195
50,134537
55,139630
32,141301
49,140433
29,145058
55,123322
53,126156
60,133064
63,131717
55,118884
26,128024
43,118227
45,139258
29,144069
52,144140
54,128425
42,134175
43,155799
55,134526
48,123243
28,143456
64,122306
30,130605
61,121980
44,136405
45,157344
32,128623
48,140330
28,127776
48,145866
50,121417
46,155799
25,132153
54,116566
54,149858
48,121479
53,107454
47,145446
58,127583
53,139139
63,141862
37,127363
44,140123
51,144368
33,122507
46,134328
33,116462
64,150102
64,136502
61,139814
56,123048
41,133054
27,148744
58,131732
35,123332
37,125650
32,147322
37,142416
33,127933
27,129393
33,113185
25,105391
51,130911
35,148237
31,145102
30,144372
43,118730
54,135830
39,120711
30,141158
26,130750
48,131203
41,108409
31,131540
48,147034
35,138511
50,129753
54,146440
64,155540
28,136690
55,119128
40,138194
47,114900
47,127500
54,130904
42,114088
46,135430
52,141714
48,148209
63,144333
52,137892
33,140532
36,133296
62,130800
31,124107
63,127323
25,147645
63,115811
28,148229
55,111959
36,139761
40,149789
51,147936
34,162807
47,144813
65,127958
35,131917
47,147957
32,136849
40,124520
55,147768
43,117310
49,114347
27,140695
46,128010
47,127763
48,144272
29,130954
34,148583
42,118521
38,122627
62,133378
29,137609
50,137541
48,133024
40,133475
27,118175
52,141287
38,133194
59,135726
43,143901
50,151545
64,131462
64,128934
52,139493
48,133011
29,155261
64,148350
57,130514
54,111156
56,137783
63,155594
39,134799
58,133331
49,118245
28,134607
60,134355
57,124179
42,148448
31,133714
27,136179
55,142037
43,139464
25,149667
29,119328
61,126284
39,117195
40,121196
31,118759
61,122174
58,124744
57,139707
26,144663
37,114910
59,134278
38,122913
58,158054
41,128365
47,114895
46,124182
34,141683
51,142886
41,141064
47,129502
33,133935
47,156516
51,147853
38,137455
31,120964
58,129771
34,139642
38,130094
47,158928
35,116833
60,153907
53,122442
58,113818
42,145824
58,136217
42,140080
34,140633
48,140125
53,125733
30,155113
46,118159
42,140180
54,138574
39,147724
33,133260
30,135698
51,139842
41,147048
58,131993
51,147439
54,127977
64,138537
44,129297
33,157890
37,142379
31,128095
58,141620
60,141846
33,118391
25,124582
33,124240
31,120147
37,143172
42,148776
46,126500
44,134021
49,132769
37,135829
27,117445
63,137753
30,132700
29,145130
34,111721
59,119320
64,115200
43,146578
51,109071
27,129974
63,147472
33,138506
61,138374
45,122165
37,152123
60,146469
45,142891
53,129946
38,117608
49,121334
44,128707
41,132148
44,133842
49,147086
26,131144
45,126735
30,126641
65,141513
43,149832
33,142657
32,155725
54,145521
27,142125
45,150048
56,126169
41,132007
47,133189
62,122774
45,130340
55,141360
62,112988
53,142492
31,128192
50,124000
44,120362
50,146583
56,152642
58,177157
40,136734
57,153385
47,134732
62,137710
32,148535
30,133337
53,131008
29,118973
54,134223
56,145722
36,134003
36,142624
30,130689
52,147234
40,136688
46,110924
59,116966
27,145378
32,141846
45,135714
39,154612
63,147229
49,119906
37,124663
60,145146
60,146594
45,128130
43,124979
58,127823
36,129052
29,112770
64,133786
58,127703
27,144538
43,124802
30,128738
38,128660
52,163003
54,134163
53,156545
59,149159
46,137705
38,124137
27,134729
51,122276
27,150567
53,147008
27,120592
45,134808
58,131750
27,135048
38,144321
53,120321
49,135658
57,133564
64,148764
58,162450
35,144554
51,132705
27,130546
34,130900
52,133972
45,126974
47,144161
55,127939
31,147780
36,143331
64,148967
32,160690
55,142261
46,148350
48,148453
47,167114
28,105073
29,131007
40,140036
37,118030
52,121496
29,137332
42,125178
29,133649
64,151510
57,121055
26,116904
50,137934
62,137440
55,145624
56,140729
47,141568
30,136312
35,131932
31,131480
45,127833
31,141123
27,128352
28,146429
62,140092
54,119300
61,133191
34,148543
36,143812
35,147187
64,141365
40,150351
42,114549
41,153943
56,135198
55,139266
62,137337
31,130728
51,129450
33,137097
60,141345
32,138547
45,133837
58,133181
61,167012
36,128091
64,144412
32,151499
60,146511
37,120463
35,133885
44,135146
46,132828
28,146744
59,142317
31,141562
55,114379
29,131440
57,138812
60,138651
32,136756
50,140648
33,139564
44,121193
59,132598
31,120590
38,123928
55,131937
51,155660
43,152944
56,151720
60,154114
63,126133
53,133112
64,120526
57,132520
55,138944
35,136923
54,126586
58,146954
31,148522
32,146683
28,127717
56,128310
64,135198
42,131161
51,123016
61,137963
28,112344
28,119501
42,132736
56,125602
33,113548
32,119595
34,139873
64,119807
37,148985
58,131129
53,124127
41,127046
38,138360
31,145488
37,116401
60,143181
51,136930
34,130045
41,116852
64,150011
58,132835
62,133162
64,128726
48,148451
36,116590
52,131366
44,130090
50,112542
26,144855
45,149231
34,153401
37,143910
52,152584
49,141952
32,147413
35,125794
53,134736
38,138030
62,145318
34,139075
53,112916
42,131746
29,126312
54,132502
43,170179
44,145365
47,141867
56,109056
57,143623
38,125803
49,136673
25,135340
52,146877
53,123426
39,127602
60,150375
43,148898
46,145364
57,141058
52,119634
59,125493
48,149874
52,118072
54,130991
55,113540
51,129324
31,139200
63,131339
63,154887
54,142468
46,131635
57,142774
55,138086
46,143041
48,136574
41,146330
35,125247
47,138255
44,130478
64,134563
31,124028
33,111480
35,132133
62,129828
62,134881
64,140469
29,128554
64,146849
38,127659
33,149334
65,120683
37,147179
58,126053
60,138828
58,139769
46,145982
40,121595
36,117921
52,140445
42,139336
45,120873
63,139301
26,127264
57,139870
65,139539
26,148801
48,125878
62,142595
57,144190
57,140047
47,138449
51,126394
26,137495
64,140988
55,131755
44,131276
62,144221
26,129527
38,141041
38,145843
63,136428
35,116186
58,122963
57,137655
62,146509
61,135346
31,150766
38,139428
36,135592
37,115731
46,121580
52,144156
34,132209
54,147335
59,150669
37,142235
40,138677
61,137792
62,147005
34,153044
59,130891
49,119121
31,138343
48,154386
26,113386
26,141889
28,138769
64,128540
65,125563
34,141180
32,137798
58,125587
42,135356
47,127768
39,148849
43,145479
32,124778
61,125305
35,131934
26,153832
27,115170
39,132837
54,125473
58,119047
46,132815
51,133200
35,135726
65,138095
53,116113
65,128235
39,140937
27,123465
33,148912
35,127159
51,141489
38,129799
34,138709
59,134624
27,144938
27,125454
52,139855
65,134403
32,142300
45,135764
32,123412
42,146380
27,136024
31,119871
40,129108
32,135069
54,148716
52,131465
51,136121
37,138059
35,137747
34,143866
49,146632
63,120986
29,127812
35,144401
33,143813
40,143792
38,141736
49,137742
46,125054
30,140365
43,111925
51,140865
46,141325
34,144837
31,136561
33,131657
43,144126
37,131062
39,120318
61,130163
30,150872
53,142249
47,126376
58,146511
55,125404
65,134292
63,128277
63,128437
30,146083
57,139919
34,131495
36,149814
54,124399
50,130822
62,142865
56,153842
50,128496
38,139435
34,125319
29,133830
30,139762
55,141948
46,140910
31,133777
52,156719
25,120387
36,112589
62,116533
39,118481
33,123564
54,113246
49,128642
44,145642
38,110226
43,141004
26,136718
62,135739
34,128566
55,132321
41,121493
28,152595
50,103551
61,152832
28,129444
51,147475
33,127432
34,115892
56,136033
65,143252
36,138198
56,155884
32,119282
55,148937
49,137420
33,134545
40,145183
26,130885
61,145536
42,148249
45,141700
48,151873
58,143525
51,151762
30,161579
34,138410
55,140594
40,124787
61,120541
38,129647
44,145021
35,132821
52,123627
30,123775
61,153715
63,142994
54,126713
54,129728
55,127297
60,135357
28,137324
60,122186
58,141894
33,130027
47,144094
54,117681
27,135497
61,113158
28,136202
35,138832
30,141936
40,145610
50,134812
41,144928
40,128911
64,154403
63,132939
42,116357
61,152797
46,137080
59,118264
28,115770
34,140694
61,132995
32,116835
32,149630
44,148303
46,131827
32,152233
36,132203
51,124810
33,126588
55,115838
45,137270
56,141227
61,115942
46,146293
55,121606
51,124739
31,140150
55,133910
42,153055
26,126713
32,118240
30,116370
55,141922
34,139855
63,140997
31,154462
51,142965
61,139471
59,135159
38,149982
47,137643
59,128884
47,119468
60,144825
34,134808
39,125353
62,139714
64,131249
49,153778
49,142328
37,163611
50,116358
51,142572
56,135862
61,124619
46,137131
59,136604
32,147682
48,128873
31,149625
49,125378
56,128127
31,136572
28,122645
28,117328
61,105731
48,126882
33,132463
62,121926
29,137079
49,122971
59,122591
53,123779
37,131212
36,152591
45,154738
30,125450
29,130204
46,122551
58,121170
27,130038
44,131426
30,144343
57,144983
39,147370
28,141890
43,121564
29,138611
35,134902
27,129321
37,130979
62,123325
32,135953
47,137564
55,143194
44,114355
43,135705
48,120884
26,124199
57,132393
39,132077
37,139052
27,152800
63,145310
45,153199
58,145372
53,120906
64,139994
26,134136
63,138996
43,132856
50,145280
49,140756
25,142556
62,133909
26,150767
58,134022
30,140837
37,140218
46,138542
27,129231
45,125932
46,141324
37,121848
57,113636
35,130585
28,133165
57,137120
65,137848
31,131303
55,146587
53,148287
51,133761
32,146476
49,131564
50,139961
65,129640
49,145763
54,121924
42,133111
58,130801
37,121341
46,126007
60,136735
35,143087
26,137016
54,130558
37,122619
64,138416
51,144914
27,139942
53,142621
62,135990
51,119714
53,126726
36,138728
34,140954
33,145900
57,152905
45,153225
26,146060
59,132632
43,122590
58,116390
56,123265
51,144465
30,138475
27,126738
30,122027
57,140708
49,156116
56,132324
50,134719
63,115861
31,145897
53,133674
39,135387
54,141687
51,130277
48,127827
35,121746
26,113696
58,131337
56,136655
37,135172
59,144610
55,156729
54,136688
57,129378
63,143846
58,122499
52,141244
50,130101
63,141945
55,119723
56,133509
61,126963
33,147313
26,139657
40,138230
47,158167
62,134010
38,122573
47,133998
59,141730
48,143611
26,130239
37,118083
58,129741
58,147342
43,146982
29,138524
51,146727
45,129187
38,133999
28,128251
55,131996
61,139447
31,128961
53,109206
48,121753
30,146906
32,135470
62,150829
51,138941
44,148048
58,152104
36,100417
51,123075
35,150965
64,121443
50,139839
31,122817
42,147021
32,128512
54,138247
32,122023
45,129711
44,126688
42,137980
41,137786
46,141649
41,126270
30,131992
52,106926
60,147667
44,132487
25,151202
34,120403
53,133846
55,155192
32,129565
64,140421
63,139493
45,119837
30,134026
28,144625
59,136520
54,117146
64,135931
34,129525
52,135000
26,137102
32,155492
32,135467
42,128086
39,142053
35,125046
37,149255
57,127215
45,133627
56,127432
62,145802
37,147784
35,143357
64,144265
58,149552
49,130456
45,136399
61,133819
28,128569
31,129864
35,126645
63,150783
50,117307
25,125092
54,141435
28,126168
59,138006
54,132193
27,132424
38,131006
59,144085
43,134949
48,133742
51,138500
62,142213
34,127874
34,146820
49,122423
29,131105
35,127354
28,124836
60,131527
36,136566
44,133315
52,151172
54,131995
50,140553
54,141337
37,124870
64,138504
64,142498
52,131026
26,143863
44,146459
37,124284
54,144416
36,130171
40,149576
61,141684
53,146987
54,159114
36,135791
60,109832
55,143144
37,132698
34,135243
40,135277
26,135757
26,134355
47,133903
64,143235
27,137874
53,131354
54,143584
64,153089
40,138112
39,115921
46,129552
39,120747
42,125507
61,140811
58,146723
55,144570
26,124531
35,128033
29,138584
46,141136
50,113317
64,138349
51,148985
59,137541
51,132972
65,140562
34,131398
29,120478
64,164652
32,143357
32,134123
49,142206
53,145902
33,126627
64,147835
47,134301
63,140010
45,122163
39,129952
49,134349
53,144910
27,130129
56,154316
50,129891
61,128035
63,144681
51,148304
47,122913
28,127244
62,133246
43,121404
41,125489
58,135549
59,139616
